scenario_id,scenario_path,intersection_layout,time,time_of_day,scenario_id.1,vehicles,conflict,weather,conflict_detect_at,scenario_images_path
4331,frames_dataset/scenarios/4_ways_scenarios/scenario_4331,4 ways,10:20:46,morning,4331,2,no,sunny,,"{'frame_5.jpg': 'https://drive.google.com/uc?id=1HSRleD2cPWoOutDH6NQA5zd-a1uLZFv9', 'frame_4.jpg': 'https://drive.google.com/uc?id=1HUKafYNpz3g_exL6AGHr2Ge_V9Qv1LEk', 'frame_3.jpg': 'https://drive.google.com/uc?id=1HUpAYkSG2slG-EHdZRmkHKYEgLUaoge8', 'frame_2.jpg': 'https://drive.google.com/uc?id=1HX9zgUo20HoSRO3nyVaSaqvjtXSc9cYk', 'frame_1.jpg': 'https://drive.google.com/uc?id=1HYXxh9qB320Ix8LGZuhJZ4pEhEv8VubM'}"
4348,frames_dataset/scenarios/4_ways_scenarios/scenario_4348,4 ways,10:41:48,morning,4348,3,yes,sunny,"north,west","{'frame_5.jpg': 'https://drive.google.com/uc?id=1Lws2AvvDMnjTpsXhsUB5_TYMLeix6u8v', 'frame_4.jpg': 'https://drive.google.com/uc?id=1Lx9GrR_oewJ0FHstGSK14keeUb8q8yRz', 'frame_3.jpg': 'https://drive.google.com/uc?id=1Lyn_azLJS2rgdISAEONm0At8frh43T3y', 'frame_2.jpg': 'https://drive.google.com/uc?id=1M-aUcYkW8J2q9xyZu1RwIJQuJ4q7zdLU', 'frame_1.jpg': 'https://drive.google.com/uc?id=1M0abjMnOzL0aWwxz8sJ6q_eQLJBR5n2t'}"
3233,frames_dataset/scenarios/4_ways_scenarios/scenario_3233,4 ways,14:06:31,afternoon,3233,1,no,sunny,,"{'frame_5.jpg': 'https://drive.google.com/uc?id=1Bm2eH9c13f5K-G7_-PYZKNcn6hwLS44X', 'frame_4.jpg': 'https://drive.google.com/uc?id=1BoyxLPAqgR2ZH02FLzWRqwKBoY_7W1vA', 'frame_3.jpg': 'https://drive.google.com/uc?id=1BpmwbsxkqC0QxjBs0RbecMptviCWuSS_', 'frame_2.jpg': 'https://drive.google.com/uc?id=1BsIEn_8gUAnjbkP5wSx2oiLgPCOSF-kw', 'frame_1.jpg': 'https://drive.google.com/uc?id=1BvMZvW4vxL7jpCdlzGnkf6Q5am_fqXyG'}"
4081,frames_dataset/scenarios/4_ways_scenarios/scenario_4081,4 ways,16:18:39,afternoon,4081,3,yes,cloudy,"north,south","{'frame_5.jpg': 'https://drive.google.com/uc?id=1psEXgeAW6srEtnOHZLR5f_pmMpYDkrBF', 'frame_4.jpg': 'https://drive.google.com/uc?id=1pu7NIeKAyHcveA5i8280wNEiE0M3qvwp', 'frame_3.jpg': 'https://drive.google.com/uc?id=1puRhJw47MPt1RPN3bL1xsDIKijgXfMzU', 'frame_2.jpg': 'https://drive.google.com/uc?id=1puSChoToSb4C6aZYwN3VHPbWzx4ZGunD', 'frame_1.jpg': 'https://drive.google.com/uc?id=1puxEA6xPGViKgopSNMDVK-E7lPd4KL0w'}"
2735,frames_dataset/scenarios/4_ways_scenarios/scenario_2735,4 ways,7:31:03,morning,2735,2,yes,sunny,north,"{'frame_5.jpg': 'https://drive.google.com/uc?id=1NxAYSsbSd-geei-SRTSoLZAUqKdpvDGP', 'frame_4.jpg': 'https://drive.google.com/uc?id=1NyTsr6MfAO1RdfwtnvckJnqeYvpIaTVF', 'frame_3.jpg': 'https://drive.google.com/uc?id=1O1CKDFedKNnL4MEGV_cT1iRrUXoQj-nX', 'frame_2.jpg': 'https://drive.google.com/uc?id=1O2W7tFJC5_NxG0slEsJmV8UBHhN4kM1y', 'frame_1.jpg': 'https://drive.google.com/uc?id=1O5PZnkyKFg4vtTw1c2k7k6VdXyJe0jOD'}"
2684,frames_dataset/scenarios/4_ways_scenarios/scenario_2684,4 ways,7:31:03,morning,2684,1,no,sunny,-,"{'frame_5.jpg': 'https://drive.google.com/uc?id=1787BldsZCqAl0pdCimB9AtTIglRg2gqr', 'frame_4.jpg': 'https://drive.google.com/uc?id=17EqGWiolXQnhSQcOehB4ZAxE4rl4t2mB', 'frame_3.jpg': 'https://drive.google.com/uc?id=17FqLfBippvX1YQxmZvbao2QJlMdFQAlH', 'frame_2.jpg': 'https://drive.google.com/uc?id=17JaV7e_HL7kwOwrCwubyRgiJlepdxh45', 'frame_1.jpg': 'https://drive.google.com/uc?id=17YvUYOioykfsqKca73viJKliOfG3O1UE'}"
4302,frames_dataset/scenarios/4_ways_scenarios/scenario_4302,4 ways,10:20:46,morning,4302,3,yes,sunny,north,"{'frame_5.jpg': 'https://drive.google.com/uc?id=1FkiA1RYRc7jOesUk2w9oImUbdsL_QHnb', 'frame_4.jpg': 'https://drive.google.com/uc?id=1Fmde_elzU2nAh7koNyj2h3VvQoUiq-s5', 'frame_3.jpg': 'https://drive.google.com/uc?id=1FpV4f4BHuQDit1tCA63rT6S4jpJC1MK5', 'frame_2.jpg': 'https://drive.google.com/uc?id=1FqiLNnTwOVC6JRbWEhvFSpQJbwUTKkJr', 'frame_1.jpg': 'https://drive.google.com/uc?id=1FqoMgcmP_EJh-D7bhno2-uVJQoGAYNUG'}"
2837,frames_dataset/scenarios/4_ways_scenarios/scenario_2837,4 ways,8:19:45,morning,2837,2,yes,sunny,,"{'frame_5.jpg': 'https://drive.google.com/uc?id=1-0oxoBOSZN_whyIo1czt7YfxX51dIl5i', 'frame_4.jpg': 'https://drive.google.com/uc?id=1-1wFGjbk6eFvSjZ8FzdeyL4V9VQd4aR3', 'frame_3.jpg': 'https://drive.google.com/uc?id=1-2yYAJgsZS2Cx_vVi8c0n2Hie-fCvsBr', 'frame_2.jpg': 'https://drive.google.com/uc?id=1-52k2skM0BUBwpFWWW5JMXEw6ilWmqtc', 'frame_1.jpg': 'https://drive.google.com/uc?id=1-8E8W39tSJGnu_hK9sOBD4JMm26H8wsA'}"
2769,frames_dataset/scenarios/4_ways_scenarios/scenario_2769,4 ways,7:53:59,morning,2769,2,no,sunny,,"{'frame_5.jpg': 'https://drive.google.com/uc?id=1dG5E67dJ7IyPJPLqyk9c0J3Lq0Xuqu3Y', 'frame_4.jpg': 'https://drive.google.com/uc?id=1dI4QDgzLwA48zJfHMFA16ReSsN7zDGiv', 'frame_3.jpg': 'https://drive.google.com/uc?id=1dNP9fL9AchaQsDHKnWoF5Ezg6Y8Nw_PK', 'frame_2.jpg': 'https://drive.google.com/uc?id=1dNkoanq2uP_452QUwe9Hw1R-f6exS-3N', 'frame_1.jpg': 'https://drive.google.com/uc?id=1dNl5rQ1cXKr8d_6FnDci2sH_wepd3RmF'}"
4085,frames_dataset/scenarios/4_ways_scenarios/scenario_4085,4 ways,16:18:39,afternoon,4085,3,yes,cloudy,south,"{'frame_5.jpg': 'https://drive.google.com/uc?id=1q4uXQipsa27PNaCv47dPGQhnJyOUdOHS', 'frame_4.jpg': 'https://drive.google.com/uc?id=1q7vusZaSRODQ5KOLdCDR_i7yL6NzU3hz', 'frame_3.jpg': 'https://drive.google.com/uc?id=1q84R_ObytP8m_iSL3N2lO50j5xjKswOI', 'frame_2.jpg': 'https://drive.google.com/uc?id=1q8w1bd4qNqai3_IBALjJYIQyvuCQeg3E', 'frame_1.jpg': 'https://drive.google.com/uc?id=1qAC1HnAFyK6FBtQXiOPTXJLqp9FqeC0x'}"
2779,frames_dataset/scenarios/4_ways_scenarios/scenario_2779,4 ways,7:53:59,morning,2779,2,yes,sunny,south,"{'frame_5.jpg': 'https://drive.google.com/uc?id=1_qAAYtlLEnQCldKknNh9qziYba3eJblr', 'frame_4.jpg': 'https://drive.google.com/uc?id=1_reHwPwUO03Ti9WyscQxnVtmC5mmOvQL', 'frame_3.jpg': 'https://drive.google.com/uc?id=1_yUaxz1ciB0w6zEcd39alWshjR7nTjy2', 'frame_2.jpg': 'https://drive.google.com/uc?id=1aBH29ZzZ90CLvAPiSU2j2aA9fgocaKZD', 'frame_1.jpg': 'https://drive.google.com/uc?id=1aKRI8FPzPqhJqePKGNPkTuIgMMH8L6ew'}"
3707,frames_dataset/scenarios/4_ways_scenarios/scenario_3707,4 ways,15:53:50,afternoon,3707,3,yes,sunny,north,"{'frame_5.jpg': 'https://drive.google.com/uc?id=14_au2ud6OvApUOGeVwt-Wl-m1ErWC53G', 'frame_4.jpg': 'https://drive.google.com/uc?id=14c6x6GGSnvsc_60-hYL8VWSGmWP8y3j5', 'frame_3.jpg': 'https://drive.google.com/uc?id=14cIlYlMhOe1jOlom0x9pw4lpZcLUX364', 'frame_2.jpg': 'https://drive.google.com/uc?id=14cYuDNZyuTjoKEpSWgB6-2xUyablcoxA', 'frame_1.jpg': 'https://drive.google.com/uc?id=14dkS7g__JKzuJRSc_AGkDTgCTZPxc8ml'}"
4103,frames_dataset/scenarios/4_ways_scenarios/scenario_4103,4 ways,16:42:47,afternoon,4103,3,yes,cloudy,"north,south","{'frame_5.jpg': 'https://drive.google.com/uc?id=1sfGuFruqx8rRIUvJycHHTQqRrh7dY3xa', 'frame_4.jpg': 'https://drive.google.com/uc?id=1sfLTwEWTNq_GeP7V8jUzZOm07Iw8IJVs', 'frame_3.jpg': 'https://drive.google.com/uc?id=1sfT0WVhKWqoMbAQiGVqf1X_ix7tvbITw', 'frame_2.jpg': 'https://drive.google.com/uc?id=1sg-cZAo7FS5l1DyR7F38bB8a5__4kta_', 'frame_1.jpg': 'https://drive.google.com/uc?id=1shLabKyRAwSW8ggc3h8xXyDFwG1_Yp8w'}"
3207,frames_dataset/scenarios/4_ways_scenarios/scenario_3207,4 ways,14:06:31,afternoon,3207,1,no,sunny,,"{'frame_5.jpg': 'https://drive.google.com/uc?id=16w2sZrF-gyNgjTK6Gsd3WpqYn1pj3KTB', 'frame_4.jpg': 'https://drive.google.com/uc?id=16xna8qMHdyuQi6jnN-WnBZPf1xD5ospi', 'frame_3.jpg': 'https://drive.google.com/uc?id=16ymaH7Ey40dtAWfaASj_9oMvfvwHVn3l', 'frame_2.jpg': 'https://drive.google.com/uc?id=16zfoA_jsk-A1sBeW23tX_VKYd_3zVK2D', 'frame_1.jpg': 'https://drive.google.com/uc?id=17-TGSXdfu21AgwlXgM_-KLltjTKMZ3Qb'}"
2875,frames_dataset/scenarios/4_ways_scenarios/scenario_2875,4 ways,8:19:45,morning,2875,2,no,sunny,,"{'frame_5.jpg': 'https://drive.google.com/uc?id=15cEkfsZsO9NFIxlx3etog9CHCF3U-anK', 'frame_4.jpg': 'https://drive.google.com/uc?id=15h3nj-NejgZLr6uc-wWCvsnwLgZxQp2A', 'frame_3.jpg': 'https://drive.google.com/uc?id=15hEeytAHeFM1K9e-mAhoyypIL6NR7UrO', 'frame_2.jpg': 'https://drive.google.com/uc?id=15ib1jNIf5jDqHCYtZcsF1b5dwwcJRSfO', 'frame_1.jpg': 'https://drive.google.com/uc?id=15kJ0RSKe7TLlB_7ED5uu7UqMDT-dzV6M'}"
2811,frames_dataset/scenarios/4_ways_scenarios/scenario_2811,4 ways,7:53:59,morning,2811,2,no,sunny,,"{'frame_5.jpg': 'https://drive.google.com/uc?id=1rZ_nhWmQzAeZWQioNRCOEl1b-LQ6FGPG', 'frame_4.jpg': 'https://drive.google.com/uc?id=1rZgQ9p6CwS4dzIBfA4bUoWF2suFC7gIo', 'frame_3.jpg': 'https://drive.google.com/uc?id=1r_KngrZLFETkfg-SNHde98yKmQi7OeVZ', 'frame_2.jpg': 'https://drive.google.com/uc?id=1rhkNAQsiDIewfCClRXoLQuK3il8_24_5', 'frame_1.jpg': 'https://drive.google.com/uc?id=1rzTdfqed8aPelQBYC0frw6FuqZSm2uuA'}"
3761,frames_dataset/scenarios/4_ways_scenarios/scenario_3761,4 ways,16:19:06,afternoon,3761,3,yes,sunny,north,"{'frame_5.jpg': 'https://drive.google.com/uc?id=1BRA2edk2CVFYH5FpX9XT3vOmC2-5UGFe', 'frame_4.jpg': 'https://drive.google.com/uc?id=1BRI2fwCbyENKKX31x7gbyCGmsguuUY0E', 'frame_3.jpg': 'https://drive.google.com/uc?id=1BTLIHw7uSaZWBg6WGJ0il-1OttMpj4Fp', 'frame_2.jpg': 'https://drive.google.com/uc?id=1BURHgOWwSk3QJntG8_WDJo2NVaxARxYX', 'frame_1.jpg': 'https://drive.google.com/uc?id=1BWxio0ATycMJSrmckBHlACz3neIGtl27'}"
2909,frames_dataset/scenarios/4_ways_scenarios/scenario_2909,4 ways,8:43:49,morning,2909,1,no,sunny,,"{'frame_5.jpg': 'https://drive.google.com/uc?id=1EWz3Xgz_NgO0Lc-n1lEx8sBX3mSoJYAa', 'frame_4.jpg': 'https://drive.google.com/uc?id=1EX4FAK2JRQBxD3GNdKtlRilYnXXii7-I', 'frame_3.jpg': 'https://drive.google.com/uc?id=1EZdJScbhSHeVnXJA8LVvm4R3ag_hJdT_', 'frame_2.jpg': 'https://drive.google.com/uc?id=1E_QIkfPMSZe5rONQVe_F-EHPj7WKa8GA', 'frame_1.jpg': 'https://drive.google.com/uc?id=1EaEP_3j3NrZq-eKPC70ntzTImwozopSd'}"
4190,frames_dataset/scenarios/4_ways_scenarios/scenario_4190,4 ways,10:00:06,morning,4190,2,no,sunny,,"{'frame_5.jpg': 'https://drive.google.com/uc?id=11I-J0RWbKlzfFomoXVh5AttbNb_a3m1l', 'frame_4.jpg': 'https://drive.google.com/uc?id=11JJFNllFb0_emrxtTiah-d9fD6lyt_4t', 'frame_3.jpg': 'https://drive.google.com/uc?id=11L0yv4QXNsKmDx1d7YGhTXAOXIFznVq7', 'frame_2.jpg': 'https://drive.google.com/uc?id=11LR31HNYZuml5hrgleColuYLI5CSmn9K', 'frame_1.jpg': 'https://drive.google.com/uc?id=11MjdFQk3gJK9r08bOOJJ9_SWjehje_Ue'}"
4374,frames_dataset/scenarios/4_ways_scenarios/scenario_4374,4 ways,10:41:48,morning,4374,7,no,sunny,,"{'frame_5.jpg': 'https://drive.google.com/uc?id=1N-kWTcU_3BQKDNJJo8HuUk-_GAZGZTMK', 'frame_4.jpg': 'https://drive.google.com/uc?id=1N0rbHO9yltPq1PDb3JEhoQReUtO6jV5h', 'frame_3.jpg': 'https://drive.google.com/uc?id=1N1znKT897mWUpTTS0NqNYaHDjOaVFCHY', 'frame_2.jpg': 'https://drive.google.com/uc?id=1N24PsJ9507wThE1sRziPCfiSO7tSmre2', 'frame_1.jpg': 'https://drive.google.com/uc?id=1N3PKxMC8LVJSdZN2NQRfy3X7XKGKrPAA'}"
3822,frames_dataset/scenarios/4_ways_scenarios/scenario_3822,4 ways,16:43:43,afternoon,3822,3,yes,sunny,south,"{'frame_5.jpg': 'https://drive.google.com/uc?id=1K822T_ao3cjHEybX7cFg6fuTPqFnRHEf', 'frame_4.jpg': 'https://drive.google.com/uc?id=1KA0P1h_fAT7E11pJq0UWFstwY2BDTcCj', 'frame_3.jpg': 'https://drive.google.com/uc?id=1KAqirMW8z9HR4JIcghqgkk9XmBgzRyIc', 'frame_2.jpg': 'https://drive.google.com/uc?id=1KBPCg85BP8LiQyEP1ufJ9A08TJ-JtQBT', 'frame_1.jpg': 'https://drive.google.com/uc?id=1KC2xcpFdaHgObWikDDYNNTk-jLMseMVx'}"
2878,frames_dataset/scenarios/4_ways_scenarios/scenario_2878,4 ways,8:19:45,morning,2878,1,no,sunny,,"{'frame_5.jpg': 'https://drive.google.com/uc?id=166-QOcT5RpgdUGhVU3uj6m2r0BKFpIpX', 'frame_4.jpg': 'https://drive.google.com/uc?id=16ADKkUQ563gqpJTaqz49ikk_4x_1kQps', 'frame_3.jpg': 'https://drive.google.com/uc?id=16Dd3kqITuJ9SnEewlUvo9eDW-VQA75Ws', 'frame_2.jpg': 'https://drive.google.com/uc?id=16FXi2wLJLzGJSxh4Mb1aqDjy5IWkb3yX', 'frame_1.jpg': 'https://drive.google.com/uc?id=16HHE-63yvIbipFPz6NloQU_Cg0-NPpF_'}"
2908,frames_dataset/scenarios/4_ways_scenarios/scenario_2908,4 ways,8:43:49,morning,2908,1,no,sunny,,"{'frame_5.jpg': 'https://drive.google.com/uc?id=1EbGrhm91EmzZNllNS75LKhu0XXTQo6mA', 'frame_4.jpg': 'https://drive.google.com/uc?id=1EcDDWR4NOvhb6zZVWf4zGJ7LvE8RG_dQ', 'frame_3.jpg': 'https://drive.google.com/uc?id=1EcK4e0xKEqhIAYrn6uVXa3o61bkuW_yI', 'frame_2.jpg': 'https://drive.google.com/uc?id=1EgJsk70dH0Dd3J52WanbHcn6_CIwOAsD', 'frame_1.jpg': 'https://drive.google.com/uc?id=1Ehb4P7ayjlDIX8zEerk3zyz4Vh1J9dUo'}"
3318,frames_dataset/scenarios/4_ways_scenarios/scenario_3318,4 ways,10:00:01,morning,3318,2,no,sunny,,"{'frame_5.jpg': 'https://drive.google.com/uc?id=1RK2i5t_SVjMa7yoWemBOfXx_fLtZeD-C', 'frame_4.jpg': 'https://drive.google.com/uc?id=1RK7bQmCA6hbBsu5KB9bBKvfAirP6iNh7', 'frame_3.jpg': 'https://drive.google.com/uc?id=1RLkuzhm6eWEDjaJJ9GMfwWLDkg1WR0zf', 'frame_2.jpg': 'https://drive.google.com/uc?id=1RMEjdTZCtkQviY4S9WMO5shBLSAgGtt_', 'frame_1.jpg': 'https://drive.google.com/uc?id=1RNHcg-gS67RbqMWUIeLgrtFqGD7cwnXz'}"
3735,frames_dataset/scenarios/4_ways_scenarios/scenario_3735,4 ways,15:53:50,afternoon,3735,2,no,sunny,,"{'frame_5.jpg': 'https://drive.google.com/uc?id=17ev0uTIqFj8G7zbffHBvTGNWNKhQcWkX', 'frame_4.jpg': 'https://drive.google.com/uc?id=17f5gX4re7rNcMWoc8Uuxu_XBDODESTQi', 'frame_3.jpg': 'https://drive.google.com/uc?id=17fc_tvyrmud7ITu8Us3Ub_ebWR0lAwRm', 'frame_2.jpg': 'https://drive.google.com/uc?id=17fwbzfaZUhai8kxHT_a8PkEDVqEVZ6Nu', 'frame_1.jpg': 'https://drive.google.com/uc?id=17hH1bLBQ715MFtFvFE3IX2DfY9Iz4JHB'}"
3763,frames_dataset/scenarios/4_ways_scenarios/scenario_3763,4 ways,16:19:06,afternoon,3763,2,no,sunny,,"{'frame_5.jpg': 'https://drive.google.com/uc?id=1ChSuuujyTYcU0Aps7sz_WCgVPpTwbZau', 'frame_4.jpg': 'https://drive.google.com/uc?id=1CjGmcJMuIgLq8HbVccYQPaYGWwWQsVXD', 'frame_3.jpg': 'https://drive.google.com/uc?id=1CnEnirrNLiRxxBBHTvP2SXdESUYxL-Lm', 'frame_2.jpg': 'https://drive.google.com/uc?id=1CtWKLAc0P58svzrUC26Kcr0gEMyvjx3O', 'frame_1.jpg': 'https://drive.google.com/uc?id=1Cv0MDXHpTYaim3rTzyvY_zzKz5sl73LN'}"
3226,frames_dataset/scenarios/4_ways_scenarios/scenario_3226,4 ways,14:06:31,afternoon,3226,1,no,sunny,,"{'frame_5.jpg': 'https://drive.google.com/uc?id=1AgRv0RXlofeWoXuLUdYwvyWy4j-_EpaW', 'frame_4.jpg': 'https://drive.google.com/uc?id=1Ahcnx-L1D0j4qX4bwojFNmlAN4vjChMK', 'frame_3.jpg': 'https://drive.google.com/uc?id=1Ahms4clPfRsuLZFHzDKqnPVFbuNl_4CZ', 'frame_2.jpg': 'https://drive.google.com/uc?id=1AjgZap0ZnmZF2W4B5Z24JS1WlP7RJQHS', 'frame_1.jpg': 'https://drive.google.com/uc?id=1AlIgDPH5CQGPXzyRM4i4IdnFpp2xgjq6'}"
2846,frames_dataset/scenarios/4_ways_scenarios/scenario_2846,4 ways,8:19:45,morning,2846,1,no,sunny,,"{'frame_5.jpg': 'https://drive.google.com/uc?id=12alKQmId-1seAhDooHfHUz2LpgG8evWW', 'frame_4.jpg': 'https://drive.google.com/uc?id=12bipIItLfn2Xgs_rdDdvADvqgt6uyW2n', 'frame_3.jpg': 'https://drive.google.com/uc?id=12eYLNFOW357moouyn0o2RgHYw6UDb8yG', 'frame_2.jpg': 'https://drive.google.com/uc?id=12h8J6A9VFnNyrwqJKTOOETcgLNfCfZsR', 'frame_1.jpg': 'https://drive.google.com/uc?id=12jZiwNlCDEhVz37GhUFtvFO36l95dvSj'}"
3094,frames_dataset/scenarios/4_ways_scenarios/scenario_3094,4 ways,13:21:00,afternoon,3094,1,no,sunny,,"{'frame_5.jpg': 'https://drive.google.com/uc?id=1krSH_e04KiBi8o_lku0hMVHVhjdH7tK8', 'frame_4.jpg': 'https://drive.google.com/uc?id=1ktrLXzOtgcbFArtl_uLLoxnc2mLE7xgs', 'frame_3.jpg': 'https://drive.google.com/uc?id=1ktrzwJ5qFgidwR3lcOP1iNMm-Xdn8AYI', 'frame_2.jpg': 'https://drive.google.com/uc?id=1kuDpa5FD2tDnyMNg4NFeU2iGA7cuRW0j', 'frame_1.jpg': 'https://drive.google.com/uc?id=1kxqpLvMEYpRl0zr9zaXPOdsoyTcG2aG2'}"
3003,frames_dataset/scenarios/4_ways_scenarios/scenario_3003,4 ways,13:00:06,afternoon,3003,2,yes,sunny,west,"{'frame_5.jpg': 'https://drive.google.com/uc?id=1V7NG-tj5AyjWs6z4csao0OcLYb29oQua', 'frame_4.jpg': 'https://drive.google.com/uc?id=1VAnMzGAhQvlv21x-HyTaYXcxbSfk4mBI', 'frame_3.jpg': 'https://drive.google.com/uc?id=1VCHUbDhQ_Ddx0TJRE24SQBvdAYDUyCdI', 'frame_2.jpg': 'https://drive.google.com/uc?id=1VIJ3CLRqVhYKtN56c1Yh9KsWWaUuEEHm', 'frame_1.jpg': 'https://drive.google.com/uc?id=1VJgFKCojQWvPvTHDC0uWpSK_B-zUuMQt'}"
6092,frames_dataset/scenarios/4_ways_scenarios/scenario_6092,4 ways,15:54:10,afternoon,6092,2,no,cloudy,,"{'frame_5.jpg': 'https://drive.google.com/uc?id=1V-yY1gye_EzjKlK2vh0gQ1_SrJMd-Y-K', 'frame_4.jpg': 'https://drive.google.com/uc?id=1V3MM6UXBbJOdMTo8QQOrngJauY6ca8cw', 'frame_3.jpg': 'https://drive.google.com/uc?id=1V4p3txJJ4pTHhsjRlN8bVgIXU8Qw0Td2', 'frame_2.jpg': 'https://drive.google.com/uc?id=1V54b0hKH11DWd-2VcmJtFhbXW6unll-f', 'frame_1.jpg': 'https://drive.google.com/uc?id=1V5Jiy-KBxEs4YbVSLQSSTloClrj9MYnY'}"
3747,frames_dataset/scenarios/4_ways_scenarios/scenario_3747,4 ways,16:19:06,afternoon,3747,2,yes,sunny,north,"{'frame_5.jpg': 'https://drive.google.com/uc?id=19zrTRVB7dLx4R_eFS7arnqSJ38s0hnu_', 'frame_4.jpg': 'https://drive.google.com/uc?id=19zyIErlf_i31RFepmGV-cv-TVjB03vgD', 'frame_3.jpg': 'https://drive.google.com/uc?id=1A2HGeIquhz_KxwxhStuOLLjknq53DVRl', 'frame_2.jpg': 'https://drive.google.com/uc?id=1A3g8Uz8cQkSrwd0XO4iQPWrlTf8Gcrsf', 'frame_1.jpg': 'https://drive.google.com/uc?id=1A5YGMDJaDLVyoktByA4ayyMPv1FQ4jWM'}"
3762,frames_dataset/scenarios/4_ways_scenarios/scenario_3762,4 ways,16:19:06,afternoon,3762,3,no,sunny,,"{'frame_5.jpg': 'https://drive.google.com/uc?id=1Cwls2SobYjZKHRLkBzE5fkBfXLGl57H1', 'frame_4.jpg': 'https://drive.google.com/uc?id=1Cyr27lhmXtrOL8FA5Oa9Yoc2aXRy7aVB', 'frame_3.jpg': 'https://drive.google.com/uc?id=1CzEh2R7AoaUjCl3zamRR9RO7kqIwuc7b', 'frame_2.jpg': 'https://drive.google.com/uc?id=1D-KVNyeMxPVzsE-qrTIq1ryaeCMsH2m-', 'frame_1.jpg': 'https://drive.google.com/uc?id=1D-M8vai2QoDIx2y766YknZhjFUkR95vy'}"
3721,frames_dataset/scenarios/4_ways_scenarios/scenario_3721,4 ways,15:53:50,afternoon,3721,3,yes,sunny,north,"{'frame_5.jpg': 'https://drive.google.com/uc?id=16Z_qSh5zH02foEaFrD7i1C1lRHF-AJ_B', 'frame_4.jpg': 'https://drive.google.com/uc?id=16c18yGiEl5QgpB8wOIASVTxA_Ujoh0SZ', 'frame_3.jpg': 'https://drive.google.com/uc?id=16e0LhZITZHPzyz6rCEl1-oQFgYZz9eUP', 'frame_2.jpg': 'https://drive.google.com/uc?id=16e0P9o7g0n8jdNu_XLphMyR_0wGsytmb', 'frame_1.jpg': 'https://drive.google.com/uc?id=16f-XOUwbnAmT7ry-wvqdI201jfx7Pkak'}"
6034,frames_dataset/scenarios/4_ways_scenarios/scenario_6034,4 ways,15:31:01,afternoon,6034,4,yes,sunny,north,"{'frame_5.jpg': 'https://drive.google.com/uc?id=1MAIOt4Jwa27WlFPbs-v-1vNLeXz5MXhH', 'frame_4.jpg': 'https://drive.google.com/uc?id=1MCFO8tqDRkQwsuUbV-p8J7o5OSlQyrOu', 'frame_3.jpg': 'https://drive.google.com/uc?id=1MDeQ-8QAa8FiJG14a0sO95iCrvuNsNao', 'frame_2.jpg': 'https://drive.google.com/uc?id=1MEHjELDpFV3HHMcexTZ4Tgl-7TB6MN-k', 'frame_1.jpg': 'https://drive.google.com/uc?id=1MFr2wOVUFORX_VImzs3kbhkr-X4yZU5T'}"
3821,frames_dataset/scenarios/4_ways_scenarios/scenario_3821,4 ways,16:43:43,afternoon,3821,3,yes,sunny,south,"{'frame_5.jpg': 'https://drive.google.com/uc?id=1JMqd9R1lQQg1G0YH52IUc9EHgq-dOosL', 'frame_4.jpg': 'https://drive.google.com/uc?id=1JQi6JqD5-UhMqsD8ctaXipmYMfTBZXqO', 'frame_3.jpg': 'https://drive.google.com/uc?id=1JRIbI-L3R_aWhDBwG-Zb9eMKeUUupvxu', 'frame_2.jpg': 'https://drive.google.com/uc?id=1JRupeuFNteqaF_QLxFvQW3G1RbPfEj0P', 'frame_1.jpg': 'https://drive.google.com/uc?id=1JT3R1BcIvbH8jVPx3fUHx_zYuLzcIZYw'}"
4183,frames_dataset/scenarios/4_ways_scenarios/scenario_4183,4 ways,10:00:06,morning,4183,2,no,sunny,,"{'frame_5.jpg': 'https://drive.google.com/uc?id=10RFXlbP2Ntkaw5vYODkkkUBt1Mt4GBpt', 'frame_4.jpg': 'https://drive.google.com/uc?id=10VVDEAkVZiqt1ka9M58n4pvHJ-j9rlsX', 'frame_3.jpg': 'https://drive.google.com/uc?id=10WPnhwEh-QvMlY4OmErm69GwEFlHNyu0', 'frame_2.jpg': 'https://drive.google.com/uc?id=10WTbFwS1U27rTALnHP8NuwDKHmUyBF6n', 'frame_1.jpg': 'https://drive.google.com/uc?id=10Wwk3j5UCwE8mGJn0dc7kyVP1BYEgUhe'}"
2774,frames_dataset/scenarios/4_ways_scenarios/scenario_2774,4 ways,7:53:59,morning,2774,2,no,sunny,,"{'frame_5.jpg': 'https://drive.google.com/uc?id=1fPcUYMCVHn677ufV8pp1zzTRgS0ZGc0V', 'frame_4.jpg': 'https://drive.google.com/uc?id=1fSMiYdUb_Xf7k8mPJTNSsm-14Yja5Z_b', 'frame_3.jpg': 'https://drive.google.com/uc?id=1fV5G-PxSKeMCV9gYrL51xLwLYZVXcZWj', 'frame_2.jpg': 'https://drive.google.com/uc?id=1fX7xmjD6NcK5KXGsEd2ALetSKA5l22DU', 'frame_1.jpg': 'https://drive.google.com/uc?id=1fXKHe_r_MWkWmXgcyc7w7qybmaxqdkZA'}"
